"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FSMMA_genomic","SM2011_genomic"
"glnQ_5","","Glutamine transport ATP-binding protein GlnQ","2","2","1","1","1910","","","","722","722","722","JPHAALHC_05370","PPGGGBPO_05322"
"dnaA_3","","Chromosomal replication initiator protein DnaA","2","2","1","1","7094","","","","1523","1523","1523","JPHAALHC_02963","PPGGGBPO_03449"
"group_2875","","hypothetical protein","2","2","1","1","5388","","","","305","305","305","JPHAALHC_00949","PPGGGBPO_02072"
"cdd","","Cytidine deaminase","2","2","1","1","6825","","","","458","458","458","JPHAALHC_02723","PPGGGBPO_00224"
"ligB","","DNA ligase B","2","2","1","1","310","","","","1613","1613","1613","JPHAALHC_02180","PPGGGBPO_00812"
"dpp5_2","","Dipeptidyl-peptidase 5","2","2","1","1","5227","","","","827","827","827","JPHAALHC_01117","PPGGGBPO_01905"
"group_2879","","hypothetical protein","2","2","1","1","3823","","","","644","644","644","JPHAALHC_03329","PPGGGBPO_03057"
"cya_3","","Bifunctional hemolysin/adenylate cyclase","2","2","1","1","6569","","","","1550","1550","1550","JPHAALHC_04618","PPGGGBPO_04212"
"group_2880","","hypothetical protein","2","2","1","1","5183","","","","524","524","524","JPHAALHC_01161","PPGGGBPO_01861"
"group_2881","mrpG_1","Na(+)/H(+) antiporter subunit G","2","2","1","1","4079","","","","350","350","350","JPHAALHC_00082","PPGGGBPO_02803"
"bacC_1","","Dihydroanticapsin 7-dehydrogenase","2","2","1","1","4818","","","","761","761","761","JPHAALHC_01529","PPGGGBPO_01495"
"yoaD","","Putative 2-hydroxyacid dehydrogenase YoaD","2","2","1","1","4831","","","","1037","1037","1037","JPHAALHC_01516","PPGGGBPO_01508"
"group_2884","","hypothetical protein","2","2","1","1","4177","","","","2003","2003","2003","JPHAALHC_00180","PPGGGBPO_02703"
"nth","","Endonuclease III","2","2","1","1","6864","","","","791","791","791","JPHAALHC_02759","PPGGGBPO_00184"
"mcbR_1","","HTH-type transcriptional regulator McbR","2","2","1","1","4555","","","","692","692","692","JPHAALHC_01790","PPGGGBPO_01228"
"group_2887","","hypothetical protein","2","2","1","1","6086","","","","566","566","566","JPHAALHC_04051","PPGGGBPO_03774"
"bauC","","Putative 3-oxopropanoate dehydrogenase","2","2","1","1","3796","","","","1496","1496","1496","JPHAALHC_03302","PPGGGBPO_03084"
"group_2889","","hypothetical protein","2","2","1","1","701","","","","230","230","230","JPHAALHC_05755","PPGGGBPO_04929"
"group_289","","hypothetical protein","2","2","1","1","6568","","","","395","395","395","JPHAALHC_04619","PPGGGBPO_04527"
"gabD_3","","Succinate-semialdehyde dehydrogenase [NADP(+)] GabD","2","2","1","1","1389","","","","1475","1475","1475","JPHAALHC_06301","PPGGGBPO_05922"
"degU_4","","Transcriptional regulatory protein DegU","2","2","1","1","2740","","","","659","659","659","JPHAALHC_05846","PPGGGBPO_04841"
"leuD","","3-isopropylmalate dehydratase small subunit","2","2","1","1","1047","","","","605","605","605","JPHAALHC_02427","PPGGGBPO_00523"
"dkgB_2","","2,5-diketo-D-gluconic acid reductase B","2","2","1","1","6132","","","","821","821","821","JPHAALHC_04006","PPGGGBPO_03818"
"group_2894","","hypothetical protein","2","2","1","1","5017","","","","194","194","194","JPHAALHC_01327","PPGGGBPO_01695"
"group_2895","","hypothetical protein","2","2","1","1","4757","","","","299","299","299","JPHAALHC_01590","PPGGGBPO_01434"
"group_2896","","hypothetical protein","2","2","1","1","5009","","","","674","674","674","JPHAALHC_01335","PPGGGBPO_01687"
"group_2897","","hypothetical protein","2","2","1","1","787","","","","317","317","317","JPHAALHC_02688","PPGGGBPO_00256"
"group_2898","","hypothetical protein","2","2","1","1","988","","","","593","593","593","JPHAALHC_02487","PPGGGBPO_00463"
"group_2899","","hypothetical protein","2","2","1","1","540","","","","977","977","977","JPHAALHC_05607","PPGGGBPO_05088"
"dauA_1","","C4-dicarboxylic acid transporter DauA","2","2","1","1","5274","","","","1130","1655","1392","JPHAALHC_01069","PPGGGBPO_01952"
"group_290","","hypothetical protein","2","2","1","1","6565","","","","446","446","446","JPHAALHC_04622","PPGGGBPO_04524"
"group_2900","","hypothetical protein","2","2","1","1","3570","","","","665","665","665","JPHAALHC_03091","PPGGGBPO_03328"
"rpoA","","DNA-directed RNA polymerase subunit alpha","2","2","1","1","5768","","","","1010","1010","1010","JPHAALHC_00561","PPGGGBPO_02402"
"group_2902","","hypothetical protein","2","2","1","1","4456","","","","131","131","131","JPHAALHC_01874","PPGGGBPO_01121"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","2","2","1","1","6742","","","","1001","1001","1001","JPHAALHC_02382","PPGGGBPO_00633"
"grpE","","Protein GrpE","2","2","1","1","7085","","","","626","626","626","JPHAALHC_02973","PPGGGBPO_03439"
"group_2905","","hypothetical protein","2","2","1","1","5304","","","","1517","1517","1517","JPHAALHC_01039","PPGGGBPO_01982"
"group_2906","","hypothetical protein","2","2","1","1","107","","","","233","233","233","JPHAALHC_01976","PPGGGBPO_01019"
"ileS","","Isoleucine--tRNA ligase","2","2","1","1","3871","","","","2909","2909","2909","JPHAALHC_03378","PPGGGBPO_03008"
"murG_1","","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","2","2","1","1","4890","","","","1124","1124","1124","JPHAALHC_01455","PPGGGBPO_01567"
"mcp4_1","","Methyl-accepting chemotaxis protein 4","2","2","1","1","5177","","","","1814","1814","1814","JPHAALHC_01167","PPGGGBPO_01855"
"merR","","Mercuric resistance operon regulatory protein","2","2","1","1","6563","","","","404","404","404","JPHAALHC_04623","PPGGGBPO_04522"
"ybhL","","Inner membrane protein YbhL","2","2","1","1","1001","","","","737","737","737","JPHAALHC_02474","PPGGGBPO_00476"
"group_2911","","hypothetical protein","2","2","1","1","5052","","","","155","155","155","JPHAALHC_01292","PPGGGBPO_01731"
"yncA","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase","2","2","1","1","4059","","","","503","503","503","JPHAALHC_00063","PPGGGBPO_02823"
"bfr","","Bacterioferritin","2","2","1","1","1056","","","","485","485","485","JPHAALHC_02418","PPGGGBPO_00532"
"group_2914","","hypothetical protein","2","2","1","1","1820","","","","641","641","641","JPHAALHC_05459","PPGGGBPO_05232"
"rplT","","50S ribosomal protein L20","2","2","1","1","6982","","","","404","404","404","JPHAALHC_02880","PPGGGBPO_00064"
"mnmE","","tRNA modification GTPase MnmE","2","2","1","1","886","","","","1319","1319","1319","JPHAALHC_02585","PPGGGBPO_00361"
"hflK_2","","Modulator of FtsH protease HflK","2","2","1","1","208","","","","986","986","986","JPHAALHC_02077","PPGGGBPO_00917"
"clpP_2","","ATP-dependent Clp protease proteolytic subunit","2","2","1","1","4680","","","","587","587","587","JPHAALHC_01666","PPGGGBPO_01355"
"sugB_6","","Trehalose transport system permease protein SugB","2","2","1","1","1552","","","","866","866","866","JPHAALHC_04952","PPGGGBPO_05761"
"group_292","","Hybrid peroxiredoxin hyPrx5","2","2","1","1","6562","","","","512","788","650","JPHAALHC_04624","PPGGGBPO_04521"
"pstA","","Phosphate transport system permease protein PstA","2","2","1","1","3580","","","","1322","1322","1322","JPHAALHC_03102","PPGGGBPO_03304"
"eptA","","Phosphoethanolamine transferase EptA","2","2","1","1","1365","","","","1730","1730","1730","JPHAALHC_06278","PPGGGBPO_05946"
"dapB","","4-hydroxy-tetrahydrodipicolinate reductase","2","2","1","1","6857","","","","818","818","818","JPHAALHC_02755","PPGGGBPO_00191"
"rsmI","","Ribosomal RNA small subunit methyltransferase I","2","2","1","1","7127","","","","1106","1106","1106","JPHAALHC_02930","PPGGGBPO_00013"
"acoD","","Acetaldehyde dehydrogenase 2","2","2","1","1","4712","","","","1508","1508","1508","JPHAALHC_01636","PPGGGBPO_01387"
"group_2925","","hypothetical protein","2","2","1","1","4288","","","","218","218","218","JPHAALHC_00290","PPGGGBPO_02593"
"atpG_1","","ATP synthase gamma chain","2","2","1","1","6784","","","","884","884","884","JPHAALHC_02340","PPGGGBPO_00675"
"group_2927","","hypothetical protein","2","2","1","1","2699","","","","173","173","173","JPHAALHC_05974","PPGGGBPO_06249"
"group_2928","","hypothetical protein","2","2","1","1","1990","","","","608","608","608","JPHAALHC_05291","PPGGGBPO_05402"
"group_2929","","hypothetical protein","2","2","1","1","112","","","","536","536","536","JPHAALHC_01981","PPGGGBPO_01014"
"adh1_1","","Long-chain-alcohol dehydrogenase 1","2","2","1","1","6553","","","","1199","1199","1199","JPHAALHC_04633","PPGGGBPO_04512"
"group_2930","","hypothetical protein","2","2","1","1","235","","","","773","773","773","JPHAALHC_02105","PPGGGBPO_00887"
"rhaM_2","","L-rhamnose mutarotase","2","2","1","1","1549","","","","329","329","329","JPHAALHC_04949","PPGGGBPO_05764"
"virS","","HTH-type transcriptional regulator VirS","2","2","1","1","5487","","","","929","929","929","JPHAALHC_00848","PPGGGBPO_02114"
"rpsC","","30S ribosomal protein S3","2","2","1","1","5786","","","","713","713","713","JPHAALHC_00543","PPGGGBPO_02420"
"group_2934","","hypothetical protein","2","2","1","1","1947","","","","161","161","161","JPHAALHC_05333","PPGGGBPO_05359"
"thrB_1","","Homoserine kinase","2","2","1","1","3993","","","","980","980","980","JPHAALHC_03496","PPGGGBPO_02890"
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase","2","2","1","1","4332","","","","932","932","932","JPHAALHC_00335","PPGGGBPO_02548"
"ddpA","","putative D,D-dipeptide-binding periplasmic protein DdpA","2","2","1","1","4650","","","","1640","1640","1640","JPHAALHC_01695","PPGGGBPO_01325"
"nqrF","","Na(+)-translocating NADH-quinone reductase subunit F","2","2","1","1","5083","","","","2051","2051","2051","JPHAALHC_01260","PPGGGBPO_01762"
"msmE_2","","Multiple sugar-binding protein","2","2","1","1","6894","","","","1259","1259","1259","JPHAALHC_02789","PPGGGBPO_00154"
"nlhH_3","","Carboxylesterase NlhH","2","2","1","1","6551","","","","845","845","845","JPHAALHC_04635","PPGGGBPO_04510"
"mrpG_1","","Na(+)/H(+) antiporter subunit G","2","2","1","1","317","","","","365","365","365","JPHAALHC_02187","PPGGGBPO_00805"
"lppC","","Putative lipoprotein LppC","2","2","1","1","729","","","","461","461","461","JPHAALHC_05783","PPGGGBPO_04901"
"group_2942","","Carboxynorspermidine synthase","2","2","1","1","590","","","","1241","1241","1241","JPHAALHC_05656","PPGGGBPO_05038"
"ibpA_3","","Small heat shock protein IbpA","2","2","1","1","1442","","","","479","479","479","JPHAALHC_06354","PPGGGBPO_05871"
"rpsQ","","30S ribosomal protein S17","2","2","1","1","5783","","","","236","236","236","JPHAALHC_00546","PPGGGBPO_02417"
"group_2945","","hypothetical protein","2","2","1","1","5143","","","","266","266","266","JPHAALHC_01201","PPGGGBPO_01821"
"group_2946","yieH_2","6-phosphogluconate phosphatase","2","2","1","1","4005","","","","695","695","695","JPHAALHC_00007","PPGGGBPO_02879"
"hpxO_1","","FAD-dependent urate hydroxylase","2","2","1","1","6912","","","","1160","1160","1160","JPHAALHC_02808","PPGGGBPO_00135"
"rplR","","50S ribosomal protein L18","2","2","1","1","5776","","","","362","362","362","JPHAALHC_00553","PPGGGBPO_02410"
"group_2949","","hypothetical protein","2","2","1","1","4400","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","335","335","335","JPHAALHC_00405","PPGGGBPO_02478"
"tmd","","Trimethylamine dehydrogenase","2","2","1","1","6550","","","","2093","2093","2093","JPHAALHC_04636","PPGGGBPO_04509"
"group_2950","gcvA_3","Glycine cleavage system transcriptional activator","2","2","1","1","4562","","","","1043","1043","1043","JPHAALHC_01783","PPGGGBPO_01235"
"nuoJ_1","","NADH-quinone oxidoreductase subunit J","2","2","1","1","4368","","","","614","614","614","JPHAALHC_00373","PPGGGBPO_02510"
"degA_4","","HTH-type transcriptional regulator DegA","2","2","1","1","1874","","","","1004","1004","1004","JPHAALHC_05406","PPGGGBPO_05286"
"group_2953","","hypothetical protein","2","2","1","1","5637","","","","887","887","887","JPHAALHC_00693","PPGGGBPO_02270"
"recF_1","","DNA replication and repair protein RecF","2","2","1","1","6884","","","","1124","1124","1124","JPHAALHC_02779","PPGGGBPO_00164"
"phnU","","Putative 2-aminoethylphosphonate transport system permease protein PhnU","2","2","1","1","3790","","","","1682","1682","1682","JPHAALHC_03295","PPGGGBPO_03091"
"sfsA","","Sugar fermentation stimulation protein A","2","2","1","1","5344","","","","719","719","719","JPHAALHC_00999","PPGGGBPO_02023"
"group_2957","","hypothetical protein","2","2","1","1","6957","","","","329","329","329","JPHAALHC_02855","PPGGGBPO_00088"
"group_2958","","hypothetical protein","2","2","1","1","4050","","","","551","551","551","JPHAALHC_00054","PPGGGBPO_02832"
"cdsA_1","","Phosphatidate cytidylyltransferase","2","2","1","1","5643","","","","833","833","833","JPHAALHC_00687","PPGGGBPO_02276"
"polC","","DNA polymerase III PolC-type","2","2","1","1","6549","","","","869","977","923","JPHAALHC_04637","PPGGGBPO_04508"
"nqo6","","NADH-quinone oxidoreductase subunit 6","2","2","1","1","6200","","","","503","503","503","JPHAALHC_03938","PPGGGBPO_03883"
"group_2961","","hypothetical protein","2","2","1","1","7154","","","","1061","1061","1061","JPHAALHC_02903","PPGGGBPO_00040"
"yycF","","Transcriptional regulatory protein YycF","2","2","1","1","1021","","","","683","683","683","JPHAALHC_02454","PPGGGBPO_00496"
"group_2963","","hypothetical protein","2","2","1","1","6778","","","","1529","1529","1529","JPHAALHC_02346","PPGGGBPO_00669"
"group_2964","","hypothetical protein","2","2","1","1","351","","","","494","494","494","JPHAALHC_02221","PPGGGBPO_00771"
"group_2965","","hypothetical protein","2","2","1","1","6833","","","","416","416","416","JPHAALHC_02731","PPGGGBPO_00215"
"group_2966","","hypothetical protein","2","2","1","1","2514","","","","551","551","551","JPHAALHC_06159","PPGGGBPO_06066"
"appA_2","","Oligopeptide-binding protein AppA","2","2","1","1","5489","","","","1814","1814","1814","JPHAALHC_00846","PPGGGBPO_02116"
"group_2968","","putative signaling protein","2","2","1","1","311","","","","2630","2630","2630","JPHAALHC_02181","PPGGGBPO_00811"
"glpR_4","","Glycerol-3-phosphate regulon repressor","2","2","1","1","2486","","","","836","836","836","JPHAALHC_06187","PPGGGBPO_06038"
"group_297","","hypothetical protein","2","2","1","1","6548","","","","680","680","680","JPHAALHC_04638","PPGGGBPO_04507"
"group_2970","","hypothetical protein","2","2","1","1","4999","","","","647","647","647","JPHAALHC_01346","PPGGGBPO_01677"
"yfbT_1","","Sugar phosphatase YfbT","2","2","1","1","698","","","","674","674","674","JPHAALHC_05752","PPGGGBPO_04932"
"bepF_2","","Efflux pump periplasmic linker BepF","2","2","1","1","159","","","","1157","1157","1157","JPHAALHC_02028","PPGGGBPO_00966"
"irpA","","Iron-regulated protein A","2","2","1","1","7141","","","","1280","1280","1280","JPHAALHC_02916","PPGGGBPO_00027"
"gsiC_4","","Glutathione transport system permease protein GsiC","2","2","1","1","4467","","","","968","968","968","JPHAALHC_01856","PPGGGBPO_01140"
"group_2975","","hypothetical protein","2","2","1","1","3818","","","","656","656","656","JPHAALHC_03324","PPGGGBPO_03062"
"ruvA","","Holliday junction ATP-dependent DNA helicase RuvA","2","2","1","1","153","","","","617","617","617","JPHAALHC_02022","PPGGGBPO_00972"
"kbl","","2-amino-3-ketobutyrate coenzyme A ligase","2","2","1","1","4746","","","","1187","1187","1187","JPHAALHC_01602","PPGGGBPO_01422"
"hcrB_3","","4-hydroxybenzoyl-CoA reductase subunit beta","2","2","1","1","2039","","","","983","983","983","JPHAALHC_05242","PPGGGBPO_05454"
"dme","","NAD-dependent malic enzyme","2","2","1","1","5235","","","","2312","2312","2312","JPHAALHC_01109","PPGGGBPO_01913"
"lutR_6","","HTH-type transcriptional regulator LutR","2","2","1","1","6543","","","","710","725","717","JPHAALHC_04643","PPGGGBPO_04502"
"bdbD_2","","Disulfide bond formation protein D","2","2","1","1","4011","","","","809","809","809","JPHAALHC_00013","PPGGGBPO_02873"
"group_2981","","hypothetical protein","2","2","1","1","6226","","","","512","512","512","JPHAALHC_03912","PPGGGBPO_03909"
"rplE","","50S ribosomal protein L5","2","2","1","1","5780","","","","557","557","557","JPHAALHC_00549","PPGGGBPO_02414"
"linC","","2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase","2","2","1","1","5545","","","","755","755","755","JPHAALHC_00785","PPGGGBPO_02177"
"group_2984","","hypothetical protein","2","2","1","1","5502","","","","389","389","389","JPHAALHC_00833","PPGGGBPO_02129"
"cbiO","","Cobalt import ATP-binding protein CbiO","2","2","1","1","5185","","","","926","926","926","JPHAALHC_01159","PPGGGBPO_01863"
"glpR_3","","Glycerol-3-phosphate regulon repressor","2","2","1","1","949","","","","782","782","782","JPHAALHC_02525","PPGGGBPO_00425"
"group_2987","","hypothetical protein","2","2","1","1","4729","","","","629","629","629","JPHAALHC_01619","PPGGGBPO_01404"
"puuR_1","","HTH-type transcriptional regulator PuuR","2","2","1","1","931","","","","548","548","548","JPHAALHC_02540","PPGGGBPO_00406"
"group_2989","","Monocarboxylate 2-oxoacid-binding periplasmic protein","2","2","1","1","5021","","","","1139","1139","1139","JPHAALHC_01323","PPGGGBPO_01699"
"betI_5","","HTH-type transcriptional regulator BetI","2","2","1","1","6532","","","","593","614","603","JPHAALHC_04654","PPGGGBPO_04491"
"group_2990","","hypothetical protein","2","2","1","1","5196","","","","698","698","698","JPHAALHC_01148","PPGGGBPO_01874"
"group_2991","","hypothetical protein","2","2","1","1","4346","","","","857","857","857","JPHAALHC_00348","PPGGGBPO_02535"
